1249,Valiant,Gary Chapman,245,20,English,"Adventure, Comedy, War, Animation, Family","From the producer of ""Shrek"" and ""Shrek 2,"" comes this high-flying computer-animated comedy-adventure tale of a brave-but-undersized pigeon named Valiant (voiced by Ewan McGregor), who dreams of joining the elite Royal Homing Pigeon Service (RHPS), and serving crown and country during World War II.  (Walt Disney Pictures)"
1250,Hannibal Rising,Peter Webber,240,78,English,"Thriller, Crime","In ""Red Dragon"" we learned who he was. In ""Silence of the Lambs"" we learned how he did it. Now comes the most chilling chapter in the life of Hannibal Lecter -- the one that answers the most elusive question of all -- why?  (MGM)"
1251,Eat Pray Love,Ryan Murphy,240,71,English,"Drama, Romance","While trying to get pregnant, a happily married woman realizes her life needs to go in a different direction, and after a painful divorce, she takes off on a round-the-world journey. Based on the memoir by Elizabeth Gilbert."
1252,Herbie Fully Loaded,Angela Robinson,240,88,English,"Adventure, Sport, Fantasy, Comedy, Romance, Family","Herbie, the most beloved car of them all, is back and Lindsay Lohan's got him in Disney's all new revved-up comedy adventure.  (Disney)"
1253,Righteous Kill,Jon Avnet,240,71,English,"Drama, Mystery, Thriller, Crime","A serial murderer walks the streets of Manhattan, targeting violent felons who have fallen through the cracks of the judicial system. All the victims are suspected criminals whose bodies are found accompanied by a four-line poem justifying the killing. The killer’s mission is to do what the cops can’t do on their own—take bad guys off the streets for good. When a notorious pimp becomes one of the killer’s victims, highly decorated detectives Turk and Rooster are called in to investigate. This case could easily be the biggest one in their 30 years on the force. With the unwitting help of a local drug dealer the detectives follow what few clues they have, but their search soon turns inward, eventually leading them full circle as they realize the killer may be one of their own. (Overture Films)"
1254,New Year's Eve,Garry Marshall,240,72,English,"Comedy, Romance","""New Year's Eve"" celebrates love, hope, forgiveness, second chances and fresh starts, in the intertwining stories told amidst the pulse and promise of New York City on the most dazzling night of the year. (Warner Bros.)"
1255,Bug,William Friedkin,240,90,English,"Drama, Thriller, Horror","Probing the blurry lines between paranoia and nightmarish reality, Bug is an intense, mind-bending psychological thriller in which nothing is quite as it seems.  (Lionsgate)"
1256,Facing the Giants,Alex Kendrick,240,90,English,"Drama, Sport","A new, action-packed, family-friendly drama about a high school football coach who draws up a new game plan for his team… and himself.  In his six years of coaching, Grant Taylor has never had a winning season. Even the hope of a new season is squelched when the best player on his Shiloh Eagles decides to transfer schools. After losing their first three games of the season, the coach discovers a group of fathers are plotting to have him fired. Combined with pressures at home, Coach Taylor has lost hope in his battle against fear and failure. However, an unexpected challenge helps him find a purpose bigger than just victories. Daring to trust God to do the impossible, Coach Taylor and the Eagles discover how faith plays out on the field… and off.   (Samuel Goldwyn Films)"
1257,Runaway Jury,Gary Fleder,235,71,English,"Drama, Thriller","A suspense-thriller about a high-priced and ruthless jury ""consultant"" who will stop at nothing to secure a verdict on an explosive trial.  [Fox]"
1258,Lakeview Terrace,Neil LaBute,235,102,English,"Drama, Thriller, Crime","In Lakeview Terrace, a young couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their interracial relationship. A stern, single father, this tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly harassing to the newlyweds. These persistent intrusions into their lives ultimately turn tragic when the couple decides to fight back. (Sony Pictures)"
1259,Oldboy,Spike Lee,235,86,English,"Action, Drama, Mystery, Thriller","An advertising executive is kidnapped and held hostage for 20 years in solitary confinement. When he is inexplicably released, he embarks on an obsessive mission to discover who orchestrated his punishment, only to find he is still trapped in a web of conspiracy and torment. [Film District]"
1260,Norbit,Brian Robbins,235,96,English,"Comedy, Romance","Norbit (Murphy) has never had it easy. As a baby, he was abandoned on the steps of a Chinese restaurant/orphanage and raised by Mr. Wong (Murphy). Things get worse when he's forced into marriage by the mean, junk food-chugging queen, Rasputia (Murphy). Just when Norbit's hanging by his last thread, his childhood sweetheart, Kate (Newton), moves back to town. In the comedy ""Norbit"", he'll show them all that nice guys sometimes finish first.  (DreamWorks Pictures)"
1261,Stay Alive,William Brent Bell,235,81,English,"Thriller, Horror","After the mysterious brutal death of an old friend, a group of teenagers find themselves in possession of Stay Alive, a next generation horror survival videogame based on a spine-chilling true story. As the group begins to play the grisly game a chilling connection is made -- they are each being murdered one-by-one in the same method as the character they played in the game. As the line between the game world and the real world disappears, the group must find a way to STAY ALIVE.  (Hollywood Pictures)"
1262,Stealth,Rob Cohen,235,70,English,"Action, Adventure, Sci-Fi, Thriller","In this action adventure, U.S. Navy pilots are part of a close-knit elite division of test pilots flying highly classified stealth fighter jets.  (Sony)"
1263,The Family Stone,Thomas Bezucha,235,118,English,"Drama, Comedy, Romance","The Family Stone is a story about an annual gathering of an unconventional New England family. Before the holidays are done, relationships will unravel while new ones are formed, secrets will be revealed and the Stone family will come together through its extraordinary capacity for love.  (20th Century Fox)"
1264,The League of Extraordinary Gentlemen,Stephen Norrington,235,116,English,"Action, Sci-Fi, Fantasy","Incredible technology wielded by a mind of infinite evil is threatening the safety of the entire world.  To fight the unthinkable, the British government will have to mobilize the extraordinary.  This team -- The League of Extraordinary Gentlemen -- is the only thing standing between the future and total destruction. (20th Century Fox)"
1265,Chernobyl Diaries,Bradley Parker,235,129,English,"Thriller, Horror","Chernobyl Diaries is an original story from Oren Peli, who first terrified audiences with his groundbreaking thriller, ""Paranormal Activity."" The film follows a group of six young vacationers who, looking to go off the beaten path, hire an ""extreme tour"" guide. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years ago. After a brief exploration of the abandoned city, however, the group soon finds themselves stranded, only to discover that they are not alone. (Warner Bros. Pictures)"
1266,"10,000 BC",Roland Emmerich,235,263,English,"Adventure, Drama, Fantasy","In a remote mountain tribe, the young hunter D'Leh has found his heart's passion: the beautiful Evolet. But when a band of mysterious warlords raid his village and kidnap Evolet, D'Leh leads a small group of hunters to pursue the warlords to the end of the world to save her. As they venture into unknown lands for the first time, the group discovers there are civilizations beyond their own and that humankind's reach is far greater than they ever knew. At each encounter, the group is joined by other tribes who have been attacked by the slave raiders, which turns D'Leh's once-small band into an army. Driven by destiny, the unlikely warriors must battle prehistoric predators while braving the harshest elements. At their heroic journey's end, they uncover a lost civilization and learn their ultimate fate lies in an empire beyond imagination, where great pyramids reach into the skies. Here they will take their stand against a tyrannical god who has brutally enslaved their own. And it is here that D'Leh finally comes to understand that he has been called to save not only Evolet but all of civilization. (Warner Bros.)"
1267,Year One,Harold Ramis,235,145,English,"Adventure, Comedy","When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world. (Sony Pictures)"
1268,Apollo 18,Gonzalo López-Gallego,235,126,English,"Sci-Fi, Thriller, Horror","Set to be shot documentary style, the film unearths lost footage from Apollo 18's undocumented and covert mission to the moon, revealing disturbing new evidence of other life forms. (The Weinstein Company)"
1269,Evan Almighty,Tom Shadyac,235,153,English,"Fantasy, Comedy, Family","Steve Carell, reprising his role as the polished, preening newscaster Evan Baxter of ""Bruce Almighty,"" is the next one appointed by God to accomplish a holy mission. Newly elected to Congress, Evan leaves Buffalo behind and shepherds his family to suburban northern Virginia. Once there, his life gets turned upside-down when God (Freeman) appears and mysteriously commands him to build an ark. But his befuddled family just can't decide whether Evan is having an extraordinary mid-life crisis or is truly onto something of Biblical proportions.  (Universal)"
1270,Branded,Aleksandr Dulerayn,229,17,English,"Action, Sci-Fi, Drama, Mystery, Thriller","Branded is a dark and mind-bending journey into a surreal, dystopian society where corporate brands have unleashed a monstrous global conspiracy to get inside our minds and keep the population disillusioned, dependent and passive.  One man’s Misha passion to unlock the truth behind the conspiracy will lead to an epic battle with the hidden forces that really control our world. (Roadside Attractions)"
1271,13,Géla Babluani,229,21,English,"Drama, Thriller","It is fiercely organized and ferociously secret.  It attracts depraved gamblers and desperate men.  And tonight, one naïve young player will mistakenly become a numbered participant in a deadly world of power, violence and chance where the ultimate bets are decided by a squeeze of the trigger. (Anchor Bay Entertainment)"
1272,Madea Goes to Jail,Tyler Perry,229,27,English,"Drama, Comedy, Crime","After a high-speed freeway chase puts Madea in front of the judge, her reprieve is short-lived as anger management issues get the best of her and land her in jail.  A gleeful Joe couldn't be happier at Madea's misfortune.  But Madea's eccentric family members the Browns rally behind her, lending their special ""country"" brand of support. Meanwhile, Assistant District Attorney Joshua Hardaway is on the fast track to career success. But Hardaway lands a case too personal to handle - defending young prostitute and former drug addict Candace Washington - and asks his fiancée and fellow ADA Linda Holmes to fill in on his behalf.  When Candace ends up in jail, Madea befriends the young woman, protecting her in a ""motherly"" way as only Madea can. (Lionsgate)"
1273,Feel the Noise,Alejandro Chomski,229,17,English,"Drama, Music","After a run-in with local thugs, aspiring Harlem rapper Rob flees to a place and father he never knew, and finds his salvation in Reggaeton, a spicy blend of hip-hop, reggae and Latin beats. Puerto Rico, the spiritual home of Reggaeton, inspires Rob and his half-brother Javi  to pursue their dream of becoming Reggaeton stars. Together with a dancer named C.C., they learn what it means to stay true to themselves and each other, while overcoming obstacles in love, greed and pride, all culminating in an explosive performance at New York's Puerto Rican Day Parade. (Sony Pictures)"
1274,Survival of the Dead,George A. Romero,229,25,English,Horror,"Off the coast of Delaware sits the cozy Plum Island where two families are locked in a struggle for power, as it has been for generations. The O'Flynn's, headed by patriarch Patrick O'Flynn approach the zombie plague with a shoot-to-kill attitude. The Muldoons, headed by Shamus Muldoon, feel that the zombies should be quarantined and kept 'alive,' in hopes that a solution will someday be found. The O'Flynn's, who are clearly outnumbered, are forced to exile Patrick by boat to the mainland, where he meets up with a band of soldiers, headed by Guardsman Sarge. They join forces and return to the island, to find that the zombie plague has fully gripped the divided community. (Magnet Releasing)"
1275,Twisted,Philip Kaufman,229,20,English,"Drama, Mystery, Thriller, Crime","Newly promoted police inspector Jessica Shepard (Judd) is searching for a serial killer, and is shocked to discover that the men she has recently slept with are the victims.  (Paramount)"
1276,Step Up Revolution,Scott Speer,235,67,English,"Drama, Romance, Music","Emily arrives in Miami with aspirations of becoming a professional dancer and soon falls in love with Sean, a young man who leads a dance crew in elaborate flash mobs, called “The Mob.” When a wealthy business man threatens to develop The Mob's historic neighborhood and displace thousands of people, Emily must band together with Sean and The Mob to turn their performance art into protest art, and risk losing their dreams to fight for a greater cause. (Summit Entertainment)"
1277,The Legend of Zorro,Martin Campbell,225,66,English,"Action, Adventure, Western","The Legend of Zorro reunites stars Antonio Banderas and Catherine Zeta-Jones with director Martin Campbell for a sequel to their 1995 action hit ""The Mask of Zorro."""
1278,The Dukes of Hazzard,Jay Chandrasekhar,225,93,English,"Action, Adventure, Comedy","Based on the hit television series that ran from 1979-85, the film follows the adventures of ""good old boy"" cousins, Bo (Scott) and Luke (Knoxville) Duke, who with the help of their eye-catching cousin Daisy (Simpson) and moonshine running Uncle Jesse (Nelson), try and save the family farm from being destroyed by Hazzard County's corrupt commissioner Boss Hogg (Reynolds).  (Warner Bros.)"
1279,Old Dogs,Walt Becker,225,97,English,"Comedy, Family","Two best friends -- one unlucky-in-love divorcee and the other a fun-loving bachelor -- have their lives turned upside down when they're unexpectedly charged with the care of six-year-old twins while on the verge of the biggest business deal of their lives. The not-so-kid-savvy bachelors stumble in their efforts to take care of the twins, leading to one debacle after another, and perhaps to a new-found understanding of what's really important in life. (Walt Disney Pictures)"
1280,The Last Song,Julie Anne Robinson,225,101,English,"Drama, Romance","The Last Song is set in a small Southern beach town where an estranged father gets a chance to spend the summer with his reluctant teenaged daughter, who'd rather be home in New York. He tries to reconnect with her through the only thing they have in common—music—in a story of family, friendship, secrets and salvation, along with first loves and second chances. (Touchstone Pictures)"
1281,Pulse,Jim Sonzero,225,130,English,"Sci-Fi, Mystery, Thriller, Fantasy, Horror",Jim Sonzero directs this remake of Kiyoshi Kurosawa's apocalyptic horror classic.
1282,The Box,Richard Kelly,225,114,English,"Sci-Fi, Drama, Mystery, Thriller","What if someone gave you a box containing a button that, if pushed, would bring you a million dollars...but simultaneously take the life of someone you don't know? Would you do it? And what would be the consequences? The year is 1976. Norma Lewis is a teacher at a private high school and her husband, Arthur, is an engineer working at NASA. They are, by all accounts, an average couple living a normal life in the suburbs with their young son...until a mysterious man with a horribly disfigured face appears on their doorstep and presents Norma with a life-altering proposition: the box. With only 24 hours to make their choice, Norma and Arthur face an impossible moral dilemma. What they don't realize is that no matter what they decide, terrifying consequences will have already been set in motion. They soon discover that the ramifications of this decision are beyond their control and extend far beyond their own fortune and fate. (Warner Bros.)"
1283,Red Dawn,Dan Bradley,225,147,English,Action,"In Red Dawn, an American city awakens to the surreal sight of foreign paratroopers dropping from the sky – shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerilla group of fighters. Taking inspiration from their high school mascot, they call themselves the Wolverines, banding together to protect one another, liberate their town from its captors, and take back their freedom. (MGM)"
1284,The Human Centipede (First Sequence),Tom Six,225,147,English,"Drama, Horror","During a stopover in Germany in the middle of a carefree roadtrip through Europe, two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa, they are wooed into the clutches of a deranged retired surgeon who explains his mad scientific vision to his captives’ utter horror. They are to be the subjects of his sick lifetime fantasy: to be the first to connect people, one to the next, via their gastric system, and in doing so bring to life 'the human centipede'. (IFC Films)"
1285,Paranormal Activity 4,Ariel Schulman,225,186,English,Horror,"Five years after the events that led to the disappearance of Katie and Hunter, young Alice begins experiencing strange phenomena in her home; especially after a kid named Robbie moves in next door. When Robbie's caretaker ends up in the hospital, he starts living with Alice's family.  That's when things go from creepy to paranormal."
1286,Voyage to Italy (re-release),Roberto Rossellini,229,20,English,Drama,"Catherine and Alexander, wealthy and sophisticated, drive to Naples to sell a deceased uncle's villa. There's a coolness in their relationship and aspects of Naples add to the strain. She tours the museums of Naples and Pompeii; he idles on Capri, flirting with women but drawing back from adultery. With her, he's sarcastic; with him, she's critical. They talk of divorce. Will this foreign couple find insight and direction in Italy?"
1287,Ghost Rider: Spirit of Vengeance,Brian Taylor,225,247,English,"Action, Thriller, Fantasy","Nicolas Cage reprises his role as Johnny Blaze in ""Ghost Rider Spirit of Vengeance."" In this new vision for the character, Johnny is still struggling with his curse as the devil’s bounty hunter - but he may risk everything as he teams up with the leader of a group of rebel monks to save a young boy from the devil... and possibly rid himself of his curse forever. (Columbia Pictures)"
1288,Storage 24,Johannes Roberts,229,5,English,"Sci-Fi, Horror","A military plane crashes in London, England, spilling its highly classified contents across the city. Totally unaware that the city is in lockdown, a group of people become trapped inside a storage facility with a highly unwelcome guest."
1289,The Day the Earth Stood Still,Scott Derrickson,225,189,English,"Sci-Fi, Drama, Thriller","The Day the Earth Stood Still is 20th Century Fox’s contemporary reinvention of its 1951 classic.  Klaatu, an alien who arrives on our planet, triggers a global upheaval. As governments and scientists race to unravel the mystery behind the visitor’s appearance, a woman and her young stepson get caught up in his mission – and come to understand the ramifications of Klaatu calling himself a “friend to the Earth.” (20th Century Fox)"
1290,Picture Me: A Model's Diary,Ole Schell,229,5,English,Documentary,A look at the inner world of modeling.
1291,R.I.P.D.,Robert Schwentke,225,217,English,"Action, Fantasy, Comedy, Crime",A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.
1292,11/11/2011,Darren Lynn Bousman,220,17,English,"Thriller, Horror","On the 11th day of the 11th month of 2011, a gateway will open…Something’s coming through! (Rocket Releasing)"
1293,Species II,Peter Medak,220,17,English,"Action, Sci-Fi, Horror","A trio of American astronauts becomes instant heroes as they plant the Stars and Stripes on Mars before beginning the voyage home. But back on their ship, something else has set its sights on Earth...something whose relatives have already paid us a visit.  (MGM)"
1294,Stalingrad,Fedor Bondarchuk,220,22,German,"Action, War","Stalingrad is an epic look at the battle that turned the tide of World War II.  A band of determined Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected a Russian woman who has been living there.  Presented in IMAX® 3D, the scale of the battle contrasts dramatically with the human drama of the Russian soldiers, the few remaining civilians and their invaders into Stalingrad."
1295,Surviving Christmas,Mike Mitchell,220,23,English,"Comedy, Romance","Facing another Christmas alone, Drew Latham (Affleck) decides to go back to his idyllic childhood home to recall the family holidays of his youth. There is, however, one problem: the people living there now are not Drew's family.  (DreamWorks)"
1296,Murder-Set-Pieces,Nick Palumbo,220,28,English,Horror,A horror film about a fashion photographer whose vocation is murder.
1297,Tied to a Chair,Michael Bergmann,220,12,English,Comedy,"The movie begins on the last day of Naomi Holbroke’s marriage. After 9,125 consecutive burned dinners, each one of which results in a quarrel with her husband, she admits her failure as housewife to a high-ranking British government official and sets off to reclaim the acting career she gave up “for him” twenty-five years ago. (Process Theatre Studio)"
1298,New in Town,Jonas Elmer,220,28,English,"Comedy, Romance","Lucy Hill is an ambitious, up and coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment - in the middle of nowhere - to restructure a manufacturing plant, she accepts the opportunity, knowing a big promotion is close at hand. What begins as a straight forward job assignment becomes a life changing experience as Lucy discovers greater meaning in her life and most unexpectedly, the man of her dreams. (Lionsgate)"
1299,A Day Without a Mexican,Sergio Arau,220,25,English,"Drama, Mystery, Fantasy, Comedy","In this satire, California wakes up one morning to find that one third of its population has disappeared. A strange thick pink fog surrounds the state and communication outside its boundaries is completely cut off. As the day goes by, we discover that the characteristic that links the 14 million disappeared is their Hispanic background.  (Televisa Cine)"
1300,Sex and the City 2,Michael Patrick King,210,154,English,"Drama, Comedy, Romance","Two years after the first Sex and the City film, Carrie, Samantha,  Charlotte and Miranda are still friends struggling through the ups and downs of love, life and shopping from fabulous locales."
1301,I Am Not a Hipster,Destin Cretton,215,7,English,"Drama, Music","Based in San Diego’s indie music & art scene, I Am Not a Hipster features original song performances and explores what it means to be creative in the face of tragedy."
1302,Delhi Safari,Nikhil Advani,215,7,English,Animation,"""India's first locally made stereoscopic 3D animation film"" focuses on the rehabilitation of jungle animals in a quest to save their lives from human destruction."
1303,After Earth,M. Night Shyamalan,210,448,English,"Action, Adventure, Sci-Fi, Mystery","After crash landing on Earth 1,000 years after humanity escaped the planet, a father and son embark on a perilous journey to signal for help."
1304,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,210,309,English,"Adventure, Drama, Thriller, Fantasy, Romance","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
1305,Garden Party,Jason Freeland,215,6,English,Drama,"Los Feliz, CA - On the sleazier side of Sunset, teenage beauty APRIL has humble ambitions. She’s searching for a way to get by without taking off her clothes—any more than she already has. Sally St. Clair is a realtor whose business has been built upon her sex appeal and secret past. Nathan, has moved to Los Angeles from Nebraska in search of fame as a dancer. Lacking drive and confidence, Nathan finds himself making late night photocopies for Sally and her clients. Todd is one of those prospective clients. A porn addicted artist in search of a way out of a sexless relationship and into an adventure, he’s happy to help Sally get revenge for some past indiscretions. (Roadside Attractions)"
1306,Nine,Rob Marshall,210,216,English,"Drama, Romance, Musical","Nine is a vibrant and provocative musical that follows the life of world famous film director Guido Contini as he reaches a creative and personal crisis of epic proportion, while balancing the numerous women in his life including his wife, his mistress, his film star muse, his confidant and costume designer, a young American fashion journalist, the whore from his youth and his mother. (The Weinstein Company)"
1307,Little Fockers,Paul Weitz,210,181,English,Comedy,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get ""in"" with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, however, Jack's suspicions about his favorite male nurse come roaring back.When Greg and Pam's entire clan -- including Pam's lovelorn ex, Kevin -- descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house. But with all the misunderstandings, spying and covert missions, will Greg pass Jack's final test and become the family's next patriarch... or will the circle of trust be broken for good? (Universal Pictures)"
1308,Town & Country,Peter Chelsom,215,7,English,Comedy,"In this romantic comedy, Peter Stoddard (Beatty) is a New York architect suffering from a mid-life crisis."
1309,The Mod Squad,Scott Silver,215,10,English,"Action, Thriller","A big screen version of the trend-setting 1960's television series, updating the premise for the '90s. A trio of juvenile delinquents becomes undercover cops to infiltrate a drug ring in the ultra-hip L.A. club scene. (MGM)"
1310,Trapped by the Mormons,Ian Allen,215,8,English,"Thriller, Comedy","A hauntingly hip and hilarious remake of the 1922 cult horror classic, Trapped by the Mormons.  (Cherry Red Productions)"
1311,The Celestine Prophecy,Armand Mastroianni,215,13,English,Adventure,"Based on James Redfield's worldwide best-selling novel, The Celestine Prophecy is a spiritual adventure film chronicling the discovery of ancient scrolls in the rainforests of Peru. The prophecy and its nine key insights predict a worldwide awakening, arising within all religious traditions, that moves humanity toward a deeper experience of spirituality.  (Celestine Films)"
1312,Alex & Emma,Rob Reiner,215,11,English,"Comedy, Romance","Alex Sheldon (Wilson) is an author whose writer's block is the least of his problems - he also happens to be flat broke and owes Cuban loan sharks $100,000.  Desperate, Alex secures the services of opinionated stenographer Emma Dinsmore (Hudson) to help him complete his novel and get paid by his publisher in time to save his skin.  (Warner Bros.)"
1313,The Other Man,Richard Eyre,215,11,English,Drama,"A taut thriller, The Other Man is an intimate tale of a man who discovers his wife's infidelity and sets out to track down his rival. Driven to pursue the mystery surrounding his wife’s adultery, he embarks on a global pursuit with a haunted passion that begins to probe the nature not simply of jealousy, but of loss and forgiveness. (Imagine Entertainment)"
1314,LOL,Joe Swanberg,215,12,English,"Drama, Comedy","Alex, Tim, and Chris view the women in their lives through the dimensions of a computer screen or the lens of a camera-phone, as they struggle to balance their online fantasies and addictions with the demands of real life. This up-to-the-second feature intimately explores masculinity in the new millennium, a time when young men are trying to decipher the mixed messages of modern relationships and technology. Featuring a nonprofessional cast, video contributions from people all over the world, and original music by lead actor Kevin Bewersdorf, this funny and thoughtful film offers an honest portrait of how the latest tools of communication can either help us click or turn us off."
1315,Soul Plane,Jessy Terrero,200,24,English,"Comedy, Music","After a humiliating and horrific experience on a commercial flight, Nashawn Wade (Hart) sues and is awarded a $100 million settlement.  Determined to make good with his newfound wealth he decides to create the airline of his dreams.  With the help of his cousin Muggsy (Method Man), Nashawn creates NWA Airlines, the first full-service carrier designed to cater to the urban traveler.  (MGM)"
1316,Mail Order Bride,Jeffrey Wolf,200,10,English,Comedy,"When New York's top mob boss Tony Santini (Aiello) discovers several of his men have been scammed by a Russian Mail Order Bride who's escaped back to Russia with their cash, he decided to send the troublesome nephew Anthony to Russia to bring back the girl and the money."
1317,The Other Sister,Garry Marshall,200,6,English,"Comedy, Romance",A young mentally-challenged woman (Lewis) moves out from her mother's house and falls in love with a young man similarly challenged (Ribisi).
1318,Killing Season,Mark Steven Johnson,200,37,English,"Action, Drama, Thriller, War","Two veterans of the Bosnian War, one American, one Serbian, clash in the remote Smoky Mountain wilderness."
1319,Slipstream,Anthony Hopkins,200,7,English,"Sci-Fi, Drama, Mystery, Thriller, Fantasy, Comedy","This project attracted a renowned ensemble cast and crew. It also boasted an outstanding combined total of more than 70 esteemed awards and accolades, as well as over 200 nominations. Pushing the boundaries between fiction and fantasy, Slipstream is about the implosion of a man's mind. The film unfolds in a dreamlike, nonlinear, stream-of-consciousness style of storytelling with a surreal tale of one man's journey. Felix Bonhoeffer (Hopkins) is an actor/screenwriter who has lived his life in two states of existence: reality and his own interior world. While working on a murder-mystery screenplay, Felix becomes baffled as his characters start appearing in his life and his life starts slipping into his characters. Unaware that his brain is on the verge of implosion, Bonhoeffer is thrown into a vortex where his dreams, time, and reality collide. As Felix enters an increasingly whirling slipstream, he soon discovers that life is random and fortune is sightless. (Strand Releasing)"
1320,Creature,Fred Andrews,200,15,English,Horror,"An ex-Navy seal, his girlfriend and their friends head out on a road trip to New Orleans.  The group decides to stop at a roadside convenience store owned by Chopper, who tells them the tale of Lockjaw, a fabled god-like creature who is half-man, half-alligator. (Lockjaw Productions)"
1321,Basic,John McTiernan,200,41,English,"Drama, Mystery, Thriller, Crime","When a legendary commander (Jackson) and several of his men turn up missing, the last thing the government wants is a rogue DEA agent (Travolta) investigating the disappearance. As the investigation unfolds, the agent is placed in direct conflict with the Army's official investigating officer (Nielsen) and nothing is as it seems.  (Sony)"
1322,The Whole Ten Yards,Howard Deutch,200,38,English,"Thriller, Comedy, Crime","Retired hitman Jimmy ""The Tulip"" Tudeski (Willis) is living the quiet life in a beachfront bungalow in Mexico, miles away from his former life.  Suddenly, an uninvited and most unwelcome connection to their past shows up on the Tudeskis' doorstep. It's Oz (Perry), their former neighbor, breathless and desperate, begging them to help rescue his wife, Cynthia (Henstridge), from the Hungarian mob.  (Warner Bros.)"
1323,Autumn in New York,Joan Chen,175,10,English,"Drama, Romance","A sweet, but terminally ill, young woman is seduced by an aging playboy."
1324,The Human Centipede II (Full Sequence),Tom Six,170,82,English,"Drama, Horror",A lonely man finds a DVD recording of the first film and becomes a super-fan of it.  He decides to create his own human centipede twelve people long.
1325,Fly Me to the Moon 3D,Ben Stassen,175,20,English,"Adventure, Animation, Family","Fly Me to the Moon is the story of how three ordinary flies, NAT, I.Q. and SCOOTER managed to sneak aboard the Apollo 11 and forever changed the course of history! Not to mention, gain heroic confidence, overcome a few death-defying challenges and just maybe put an end to the notion that ""dreamers get swatted."" (Summit Entertainment)"
1326,To Age or Not to Age,Robert Kane Pappas,175,6,English,Documentary,"To Age or Not to Age, tracks the pioneers in the field of anti-aging research at Harvard, MIT, and Cambridge and other research centres. (Sag Harbor Basement Pictures)"
1327,Chaos,David DeFalco,170,46,English,"Drama, Horror, Crime","Quite definitely one of the most brutal displays of violence ever set to celluloid, Chaos is a dark fairy tale of two young happy teens whose rose-colored contact lenses tint their wooded path a little too densely,causing them to lose themselves in their youthful immortality, and the big bad wolf is all too real.  (Dinsdale Releasing)"
1328,Bitch Slap,Rick Jacobson,170,32,English,"Action, Drama, Thriller, Crime",Bitch Slap follows three “Bad Girls” as they arrive at a remote desert hideaway to extort massive amounts of booty from a ruthless underworld kingpin. Things quickly spin out of control. (Freestyle Releasing)
1329,Endless Love,Shana Feste,170,28,English,"Drama, Romance",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.
1330,Redline,Andy Cheng,175,20,English,Action,A group of wealthy men organize drag race competitions for their amusement. Nice work if you can get it.
1331,"Yours, Mine and Ours",Raja Gosnell,175,33,English,"Comedy, Romance, Family","In this family comedy, single parents Frank (Quaid) and Helen (Russo) plan to tie the knot -- but with 18 children between them trying to sabotage the marriage, they discover that weddings - and families - can't be built in a day.  (MGM)"
1332,Larry the Cable Guy: Health Inspector,Trent Cooper,175,27,English,"Comedy, Romance","Sporting a cut-off flannel shirt and armed with a truck-load of one-liners, Larry the Cable Guy is America's reigning king of blue-collar comedy. Larry makes his feature film debut as a big city health inspector whose life is turned upside-down when he's saddled with a straight-arrow rookie partner and assigned the biggest case of his career.  (Lionsgate)"
1333,Dumb and Dumberer: When Harry Met Lloyd,Troy Miller,175,76,English,Comedy,"In the 80s, Harry and Lloyd meet in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves."
1334,Are We There Yet?,Brian Levant,175,77,English,"Adventure, Drama, Comedy, Romance, Family","In this family comedy, Nick (Ice Cube), a smooth operator, is trying to land a date with a young, attractive divorcee, Suzanne (Long). He gallantly offers to drive her children from Portland, Oregon to Vancouver to be reunited with their mom. What Nick doesn't know is that Suzanne's children think that no man is good enough for their mom and will do everything they can to make the trip a nightmare for him.  Fasten your seat belts, it's going to be a bumpy ride.  (Sony)"
1335,Happily N'Ever After,Paul Bolger,175,42,English,"Fantasy, Comedy, Animation, Family","In this animated comedy an alliance of evil-doers attempts to take over Fairly Tale Land, let the bad guys win and turn the ending of all the stories to ""Happily N’Ever After.""  (Lionsgate)"
